InvoiceNo,Description,Quantity,UnitPrice,CustomerID,InvoiceDate,Country
537849,W,2,H,14002,2010-12-31 21:36:00,Spain
537849,G,4,L,14002,2010-12-31 21:36:00,Spain
537849,C,5,A,14002,2010-12-31 21:36:00,Spain
537849,T,6,E,14002,2010-12-31 21:36:00,Spain
537850,KNITTED UNION FLAG HOT WATER BOTTLE,7,3.39,13047,2010-12-22 02:20:47,United Kingdom
537850,UMBRELLA,12,12.95,13047,2010-12-22 02:20:47,United Kingdom
537850,METAL HOOK RACK 5 HOOKS WHITE,10,2.95,13047,2010-12-22 02:20:47,United Kingdom
537850,SET OF 3 COLOURED FLYING DUCKS,10,5.95,13047,2010-12-22 02:20:47,United Kingdom
537851,CHILLI LIGHTS,3,2.95,13047,2010-12-01 19:54:34,United Kingdom
537851,COFFEE MUG GREEN POLKA DOT,2,2.35,13047,2010-12-01 19:54:34,United Kingdom
537852,SET/6 RED SPOTTY PAPER CUPS,1,1.25,14009,2010-12-14 16:36:03,Ireland
537852,BATH TOWEL,3,12.95,14009,2010-12-14 16:36:03,Ireland
537852,LAPTOP STAND,8,34.95,14009,2010-12-14 16:36:03,Ireland
537852,COFFEE MUG DOLLY GIRL,2,2.35,14009,2010-12-14 16:36:03,Ireland
537852,WOODEN FRAME ANTIQUE WHITE,6,5.95,14009,2010-12-14 16:36:03,Ireland
537853,PACK OF 20 SKULL PAPER NAPKINS,5,1.25,14010,2010-12-27 00:31:13,Switzerland
537853,PLASTERS IN TIN CARS,2,1.65,14010,2010-12-27 00:31:13,Switzerland
537853,FILE FOLDER SET,4,6.95,14010,2010-12-27 00:31:13,Switzerland
537853,WOODEN FRAME PAINTED WHITE,1,5.95,14010,2010-12-27 00:31:13,Switzerland
537854,JUMBO BAG RED RETROSPOT,4,1.95,14009,2010-12-02 02:21:34,Ireland
537854,WOODEN FRAME PAINTED PINK,1,5.95,14009,2010-12-02 02:21:34,Ireland
537854,PHONE CASE,4,14.95,14009,2010-12-02 02:21:34,Ireland
537855,SET/6 RED SPOTTY PAPER CUPS,2,1.25,14011,2010-12-13 19:37:31,Austria
537856,PLACE MAT SET,1,6.95,14004,2011-01-01 02:39:02,Netherlands
537856,TEALIGHT HOLDER SET,5,4.95,14004,2011-01-01 02:39:02,Netherlands
537857,JUMBO BAG PINK POLKA DOT,4,1.95,14007,2010-12-15 02:24:26,Australia
537858,SET/6 RED SPOTTY PAPER PLATES,6,1.25,14010,2010-12-09 20:04:52,Switzerland
537859,CHRISTMAS LIGHTS SNOWFLAKE,1,3.95,14005,2010-12-31 21:40:57,Belgium
537859,SET OF 12 HEART SHAPED DOILIES,11,0.85,14005,2010-12-31 21:40:57,Belgium
537859,WOODEN FRAME ANTIQUE WHITE,1,5.95,14005,2010-12-31 21:40:57,Belgium
537860,COFFEE MUG GREEN POLKA DOT,3,2.35,14000,2010-12-16 19:00:16,France
537860,BEDDING SET SINGLE,6,29.95,14000,2010-12-16 19:00:16,France
537861,SET 7 BABUSHKA NESTING BOXES,1,7.65,14002,2010-12-15 17:33:48,Spain
537861,VACUUM CLEANER,4,99.95,14002,2010-12-15 17:33:48,Spain
537862,IRONING BOARD,9,29.95,14002,2010-12-24 02:55:38,Spain
537863,M,4,E,14006,2010-12-25 20:39:32,Portugal
537863,M,8,E,14006,2010-12-25 20:39:32,Portugal
537863,M,5,E,14006,2010-12-25 20:39:32,Portugal
537863,M,1,E,14006,2010-12-25 20:39:32,Portugal
537864,CHRISTMAS TREE DECORATION,3,0.95,14008,2010-12-31 22:51:35,United Kingdom
537865,BOX OF 6 ASSORTED SPACEBOY DESIGNS,6,2.95,14010,2010-12-24 16:12:19,Switzerland
537865,BEDDING SET DOUBLE,5,39.95,14010,2010-12-24 16:12:19,Switzerland
537865,BATHROOM TOWEL SET,4,14.95,14010,2010-12-24 16:12:19,Switzerland
537865,MINI PAINT SET WOODLAND,5,0.65,14010,2010-12-24 16:12:19,Switzerland
537865,FLOOR LAMP,4,39.95,14010,2010-12-24 16:12:19,Switzerland
537866,COFFEE MUG PEARS DESIGN,1,2.35,17850,2010-12-27 20:06:14,United Kingdom
537866,WOODEN FRAME PAINTED WHITE,3,5.95,17850,2010-12-27 20:06:14,United Kingdom
537866,SET OF 3 COLOURED FLYING DUCKS,3,5.95,17850,2010-12-27 20:06:14,United Kingdom
537866,PILLOW SET,3,14.95,17850,2010-12-27 20:06:14,United Kingdom
537866,CHARGER,3,19.95,17850,2010-12-27 20:06:14,United Kingdom
537867,S,5,E,13047,2010-12-21 18:55:55,United Kingdom
537867,P,1,A,13047,2010-12-21 18:55:55,United Kingdom
537867,S,12,E,13047,2010-12-21 18:55:55,United Kingdom
537868,SET OF 6 SPICE TINS SKETCHBOOK,2,4.95,14009,2010-12-17 01:53:45,Ireland
537868,WOODEN FRAME PAINTED YELLOW,6,5.95,14009,2010-12-17 01:53:45,Ireland
537869,S,6,E,13047,2010-12-03 01:30:45,United Kingdom
537869,J,2,A,13047,2010-12-03 01:30:45,United Kingdom
537869,J,3,A,13047,2010-12-03 01:30:45,United Kingdom
537869,S,5,E,13047,2010-12-03 01:30:45,United Kingdom
537870,REGENCY CAKESTAND 3 TIER,5,15.95,14004,2010-12-07 18:11:23,Netherlands
537870,JUMBO BAG WOODLAND,6,2.95,14004,2010-12-07 18:11:23,Netherlands
537871,SET OF 3 CAKE TINS SKETCHBOOK DESIGN,7,6.95,14008,2010-12-22 19:11:26,United Kingdom
537871,ASSORTED COLOUR BIRD ORNAMENT,1,1.69,14008,2010-12-22 19:11:26,United Kingdom
537872,STAPLER,1,4.95,14009,2010-12-13 19:03:30,Ireland
537873,CHRISTMAS STOCKING,4,3.95,14012,2010-12-30 18:49:02,Poland
537874,HAND WARMER UNION JACK,5,1.85,14009,2010-12-05 17:36:23,Ireland
537874,CREAM CUPID HEARTS COAT HANGER,1,2.75,14009,2010-12-05 17:36:23,Ireland
537874,METAL HOOK RACK 3 HOOKS CHROME,4,2.95,14009,2010-12-05 17:36:23,Ireland
537875,K,2,E,14000,2010-12-12 01:00:01,France
537875,B,9,L,14000,2010-12-12 01:00:01,France
537875,C,5,O,14000,2010-12-12 01:00:01,France
537875,T,9,O,14000,2010-12-12 01:00:01,France
537876,C,4,O,14005,2010-12-29 17:41:24,Belgium
537876,M,3,I,14005,2010-12-29 17:41:24,Belgium
537876,P,1,A,14005,2010-12-29 17:41:24,Belgium
537876,P,1,A,14005,2010-12-29 17:41:24,Belgium
537877,JAM MAKING SET PINK,2,11.95,14005,2010-12-09 20:15:26,Belgium
537877,JAM MAKING SET GREEN,3,11.95,14005,2010-12-09 20:15:26,Belgium
537878,W,3,O,13047,2010-12-21 22:00:09,United Kingdom
537878,S,4,E,13047,2010-12-21 22:00:09,United Kingdom
537878,W,4,O,13047,2010-12-21 22:00:09,United Kingdom
537879,P,4,L,14012,2010-12-06 22:39:01,Poland
537879,P,6,L,14012,2010-12-06 22:39:01,Poland
537879,M,3,I,14012,2010-12-06 22:39:01,Poland
537880,HAIR STRAIGHTENER,1,39.95,14009,2010-12-18 16:43:08,Ireland
537880,LAMP SHADE,2,12.95,14009,2010-12-18 16:43:08,Ireland
537880,WOODEN FRAME PAINTED WHITE,1,5.95,14009,2010-12-18 16:43:08,Ireland
537881,L,9,A,14003,2011-01-01 00:37:59,Italy
537881,C,5,U,14003,2011-01-01 00:37:59,Italy
537881,R,2,U,14003,2011-01-01 00:37:59,Italy
537881,C,7,U,14003,2011-01-01 00:37:59,Italy
537882,BEDDING SET SINGLE,4,29.95,17850,2010-12-30 16:32:33,United Kingdom
537883,L,1,U,14011,2010-12-23 00:05:36,Austria
537883,L,10,U,14011,2010-12-23 00:05:36,Austria
537884,CHRISTMAS STOCKING,6,3.95,14009,2010-12-25 00:59:52,Ireland
537884,SEWING KIT,4,14.95,14009,2010-12-25 00:59:52,Ireland
537885,WOODEN FRAME ANTIQUE WHITE,10,5.95,14010,2010-12-11 19:17:34,Switzerland
537885,BEDDING SET DOUBLE,4,39.95,14010,2010-12-11 19:17:34,Switzerland
537885,LUNCH BAG WOODLAND,4,4.95,14010,2010-12-11 19:17:34,Switzerland
537886,I,4,R,14000,2010-12-05 16:10:04,France
537886,I,1,R,14000,2010-12-05 16:10:04,France
537886,L,1,A,14000,2010-12-05 16:10:04,France
537886,V,4,A,14000,2010-12-05 16:10:04,France
537887,COFFEE MUG PEARS DESIGN,5,2.35,14001,2010-12-26 20:47:45,Germany
537887,CRAFT KIT,1,19.95,14001,2010-12-26 20:47:45,Germany
537887,WHITE METAL LANTERN,7,3.39,14001,2010-12-26 20:47:45,Germany
537887,WHITE HANGING HEART T-LIGHT HOLDER,1,2.55,14001,2010-12-26 20:47:45,Germany
537887,DUVET COVER,1,19.95,14001,2010-12-26 20:47:45,Germany
537888,BOWL SET,5,8.95,14004,2010-12-20 02:09:52,Netherlands
537888,HAIRDRYER,6,29.95,14004,2010-12-20 02:09:52,Netherlands
537889,TABLE LAMP,3,24.95,14009,2010-12-20 16:24:00,Ireland
537889,PACK OF 12 COLOURED PENCILS,1,1.45,14009,2010-12-20 16:24:00,Ireland
537889,FLOOR LAMP,10,39.95,14009,2010-12-20 16:24:00,Ireland
537890,C,2,O,14011,2010-12-28 01:32:17,Austria
537890,T,1,E,14011,2010-12-28 01:32:17,Austria
537890,S,6,U,14011,2010-12-28 01:32:17,Austria
537890,C,6,O,14011,2010-12-28 01:32:17,Austria
537891,LUNCH BAG PINK POLKA DOT,5,4.15,14003,2010-12-23 20:21:32,Italy
537891,RED WOOLLY HOTTIE WHITE HEART,6,3.39,14003,2010-12-23 20:21:32,Italy
537892,C,5,U,17850,2010-12-03 21:13:20,United Kingdom
537892,R,3,U,17850,2010-12-03 21:13:20,United Kingdom
537892,C,6,U,17850,2010-12-03 21:13:20,United Kingdom
537892,L,7,A,17850,2010-12-03 21:13:20,United Kingdom
537893,POWER BANK,3,29.95,14004,2010-12-15 18:45:03,Netherlands
537893,PRINTER PAPER,5,8.95,14004,2010-12-15 18:45:03,Netherlands
537894,C,7,O,14012,2010-12-04 00:09:58,Poland
537894,K,9,E,14012,2010-12-04 00:09:58,Poland
537895,PLASTERS IN TIN BLUE SPOTS,2,1.65,14003,2010-12-17 17:31:16,Italy
537895,WOODEN FRAME PAINTED GREEN,2,5.95,14003,2010-12-17 17:31:16,Italy
537895,CHARGER,4,19.95,14003,2010-12-17 17:31:16,Italy
537895,SET OF 3 COLOURED FLYING DUCKS,5,5.95,14003,2010-12-17 17:31:16,Italy
537896,M,6,E,13047,2010-12-07 01:06:49,United Kingdom
537896,M,11,E,13047,2010-12-07 01:06:49,United Kingdom
537896,M,3,E,13047,2010-12-07 01:06:49,United Kingdom
537896,M,3,E,13047,2010-12-07 01:06:49,United Kingdom
537897,PLASTERS IN TIN SPACEBOY,7,1.65,14008,2010-12-28 22:07:56,United Kingdom
537898,PACK OF 12 GLITTER PENCILS,3,1.95,14004,2010-12-01 16:05:08,Netherlands
537898,HAND WARMER UNION JACK,6,1.85,14004,2010-12-01 16:05:08,Netherlands
537898,TONER CARTRIDGE,3,49.95,14004,2010-12-01 16:05:08,Netherlands
537898,LUNCH BAG SUKI DESIGN,1,4.15,14004,2010-12-01 16:05:08,Netherlands
537899,CHRISTMAS MUG SET,6,5.95,14008,2010-12-29 20:34:45,United Kingdom
537899,METAL HOOK RACK 3 HOOKS WHITE,5,1.95,14008,2010-12-29 20:34:45,United Kingdom
537899,PLASTERS IN TIN PINK SPOTS,2,1.65,14008,2010-12-29 20:34:45,United Kingdom
537899,SET OF 12 ROUND PAPER DOILIES,4,0.85,14008,2010-12-29 20:34:45,United Kingdom
537900,J,6,U,14001,2010-12-29 02:19:24,Germany
537900,L,2,U,14001,2010-12-29 02:19:24,Germany
537900,S,3,E,14001,2010-12-29 02:19:24,Germany
537900,L,2,U,14001,2010-12-29 02:19:24,Germany
537901,LUNCH BAG SPACEBOY,1,4.95,14002,2010-12-08 21:35:26,Spain
537901,LUNCH BAG CARS BLUE,2,4.95,14002,2010-12-08 21:35:26,Spain
537902,T,4,H,14011,2010-12-16 02:11:25,Austria
537902,D,2,U,14011,2010-12-16 02:11:25,Austria
537902,P,2,I,14011,2010-12-16 02:11:25,Austria
537902,B,5,E,14011,2010-12-16 02:11:25,Austria
537903,SCISSORS,1,3.95,14012,2010-12-15 22:54:34,Poland
537903,JAM MAKING SET GREEN,5,11.95,14012,2010-12-15 22:54:34,Poland
537903,SALT AND PEPPER SET,4,3.95,14012,2010-12-15 22:54:34,Poland
537904,SHELVING UNIT,2,69.95,14003,2010-12-01 16:26:59,Italy
537904,CANDLE HOLDER SET,6,6.95,14003,2010-12-01 16:26:59,Italy
537905,FLOOR LAMP,6,39.95,14011,2010-12-09 19:19:03,Austria
537905,LUNCH BAG BLACK SKULL,4,4.15,14011,2010-12-09 19:19:03,Austria
537905,COFFEE MUG PEARS DESIGN,5,2.35,14011,2010-12-09 19:19:03,Austria
537906,CHRISTMAS WREATH,3,8.95,14009,2010-12-25 21:10:22,Ireland
537907,I,1,R,14010,2010-12-11 02:52:05,Switzerland
537907,V,4,A,14010,2010-12-11 02:52:05,Switzerland
537907,I,4,R,14010,2010-12-11 02:52:05,Switzerland
537907,L,5,A,14010,2010-12-11 02:52:05,Switzerland
537908,J,4,U,14010,2010-12-11 00:55:55,Switzerland
537908,S,1,E,14010,2010-12-11 00:55:55,Switzerland
537908,L,1,U,14010,2010-12-11 00:55:55,Switzerland
537908,L,1,U,14010,2010-12-11 00:55:55,Switzerland
537909,W,1,O,14000,2010-12-03 18:52:56,France
537909,W,1,O,14000,2010-12-03 18:52:56,France
537909,S,6,E,14000,2010-12-03 18:52:56,France
537909,W,4,O,14000,2010-12-03 18:52:56,France
537910,CHRISTMAS TREE DECORATION,2,0.95,17850,2010-12-27 19:31:09,United Kingdom
537910,SET OF 3 CAKE TINS SKETCHBOOK DESIGN,12,6.95,17850,2010-12-27 19:31:09,United Kingdom
537911,PACK OF 20 SKULL PAPER NAPKINS,5,1.25,14001,2010-12-05 01:28:35,Germany
537912,PACK OF 20 BLUE POLKA DOT NAPKINS,12,1.25,17850,2010-12-31 16:13:19,United Kingdom
537913,KNITTED BLUE HOTTIE WHITE HEART,2,3.75,14005,2010-12-24 17:37:52,Belgium
537913,SET/6 RED SPOTTY PAPER PLATES,3,1.25,14005,2010-12-24 17:37:52,Belgium
537913,USB CABLE SET,5,8.95,14005,2010-12-24 17:37:52,Belgium
537913,CHRISTMAS BAUBLE SET,1,2.95,14005,2010-12-24 17:37:52,Belgium
537914,RUG SMALL,1,19.95,14009,2010-12-17 20:06:37,Ireland
537914,METAL HOOK RACK 3 HOOKS BLACK,8,1.95,14009,2010-12-17 20:06:37,Ireland
537914,WOODEN FRAME PAINTED PINK,3,5.95,14009,2010-12-17 20:06:37,Ireland
537914,CREAM CUPID HEARTS COAT HANGER,6,2.75,14009,2010-12-17 20:06:37,Ireland
537915,CURTAIN SET,5,24.95,13047,2010-12-01 23:59:10,United Kingdom
537915,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,13047,2010-12-01 23:59:10,United Kingdom
537915,PLACE MAT SET,2,6.95,13047,2010-12-01 23:59:10,United Kingdom
537915,COFFEE MUG ORANGE DESIGN,1,2.35,13047,2010-12-01 23:59:10,United Kingdom
537916,COFFEE MUG BLUE POLKA DOT,5,2.35,14004,2010-12-02 00:44:32,Netherlands
537916,MINI PAINT SET VINTAGE,4,0.65,14004,2010-12-02 00:44:32,Netherlands
537917,WOODEN FRAME ANTIQUE WHITE,5,5.95,14002,2010-12-16 23:49:07,Spain
537917,DINNER PLATE SET,1,14.95,14002,2010-12-16 23:49:07,Spain
537918,WOODEN FRAME PAINTED BLACK,3,5.95,14000,2010-12-26 20:35:00,France
537918,WINE GLASS SET,6,10.95,14000,2010-12-26 20:35:00,France
537918,BATH TOWEL,2,12.95,14000,2010-12-26 20:35:00,France
537919,S,4,U,14010,2010-12-25 18:13:56,Switzerland
537919,T,4,E,14010,2010-12-25 18:13:56,Switzerland
537919,C,11,O,14010,2010-12-25 18:13:56,Switzerland
537919,C,4,O,14010,2010-12-25 18:13:56,Switzerland
537920,PACK OF 60 BLUE PAISLEY CAKE CASES,3,1.25,14010,2010-12-16 02:43:22,Switzerland
537921,C,1,U,14009,2010-12-24 18:05:20,Ireland
537921,C,1,U,14009,2010-12-24 18:05:20,Ireland
537922,SET OF 4 KNICK KNACK TINS,6,3.25,14001,2010-12-07 21:02:52,Germany
537922,PLASTERS IN TIN WOODLAND ANIMALS,9,1.65,14001,2010-12-07 21:02:52,Germany
537923,L,6,U,14011,2010-12-09 01:08:18,Austria
537923,L,1,U,14011,2010-12-09 01:08:18,Austria
537923,J,3,U,14011,2010-12-09 01:08:18,Austria
537923,S,1,E,14011,2010-12-09 01:08:18,Austria
537924,CHRISTMAS BAUBLE SET,2,2.95,14000,2010-12-04 21:58:04,France
537924,PAPER CLIPS,10,1.95,14000,2010-12-04 21:58:04,France
537924,JAM MAKING SET RED,2,11.95,14000,2010-12-04 21:58:04,France
537924,CHRISTMAS GARLAND,1,6.95,14000,2010-12-04 21:58:04,France
537925,CHRISTMAS TABLE CLOTH,2,7.95,13047,2010-12-01 21:01:52,United Kingdom
537925,SET OF 12 ROUND PAPER DOILIES,5,0.85,13047,2010-12-01 21:01:52,United Kingdom
537926,COFFEE MUG ORANGE DESIGN,1,2.35,14010,2010-12-14 17:20:30,Switzerland
537927,M,6,I,14012,2010-12-15 23:21:51,Poland
537927,P,7,L,14012,2010-12-15 23:21:51,Poland
537928,PLASTERS IN TIN BLUE SPOTS,5,1.65,14011,2011-01-01 02:02:48,Austria
537928,CHRISTMAS TREE DECORATION,4,0.95,14011,2011-01-01 02:02:48,Austria
537929,ASSORTED COLOUR BIRD ORNAMENT,2,1.69,14010,2010-12-24 21:49:17,Switzerland
537929,WOODEN FRAME PAINTED GREEN,4,5.95,14010,2010-12-24 21:49:17,Switzerland
537930,CUSHION SET,1,19.95,17850,2010-12-28 00:29:07,United Kingdom
537930,POWER BANK,8,29.95,17850,2010-12-28 00:29:07,United Kingdom
537930,PLASTERS IN TIN BLUE SPOTS,2,1.65,17850,2010-12-28 00:29:07,United Kingdom
537930,CANDLE HOLDER SET,2,6.95,17850,2010-12-28 00:29:07,United Kingdom
537931,OFFICE CHAIR,1,149.95,14012,2010-12-15 20:52:04,Poland
537931,CUP AND SAUCER SET,3,11.95,14012,2010-12-15 20:52:04,Poland
537931,UMBRELLA,4,12.95,14012,2010-12-15 20:52:04,Poland
537932,KNITTED BLUE HOTTIE WHITE HEART,2,3.75,14008,2010-12-17 22:09:57,United Kingdom
537932,DINNER PLATE SET,11,14.95,14008,2010-12-17 22:09:57,United Kingdom
537932,CHRISTMAS LIGHTS ICICLE,6,3.95,14008,2010-12-17 22:09:57,United Kingdom
537933,M,2,E,14001,2010-12-05 23:04:55,Germany
537933,M,2,E,14001,2010-12-05 23:04:55,Germany
537933,M,9,E,14001,2010-12-05 23:04:55,Germany
537933,M,5,E,14001,2010-12-05 23:04:55,Germany
537934,DUVET COVER,2,19.95,14011,2010-12-17 01:03:26,Austria
537934,CURTAIN SET,12,24.95,14011,2010-12-17 01:03:26,Austria
537934,CHRISTMAS STOCKING,3,3.95,14011,2010-12-17 01:03:26,Austria
537935,LUNCH BAG RED RETROSPOT,3,4.15,14010,2010-12-08 20:00:22,Switzerland
537935,SALT AND PEPPER SET,4,3.95,14010,2010-12-08 20:00:22,Switzerland
537935,MINI PAINT SET VINTAGE,3,0.65,14010,2010-12-08 20:00:22,Switzerland
537935,VACUUM CLEANER,3,99.95,14010,2010-12-08 20:00:22,Switzerland
537935,CHRISTMAS TABLE CLOTH,11,7.95,14010,2010-12-08 20:00:22,Switzerland
537936,HAND TOWEL SET,7,10.95,14009,2010-12-11 22:28:03,Ireland
537936,DESK MAT,5,14.95,14009,2010-12-11 22:28:03,Ireland
537936,METAL HOOK RACK 3 HOOKS CHROME,1,2.95,14009,2010-12-11 22:28:03,Ireland
537936,WOODEN FRAME NATURAL,9,5.95,14009,2010-12-11 22:28:03,Ireland
537937,BOWL SET,1,8.95,14002,2010-12-05 18:30:13,Spain
537937,INK CARTRIDGE SET,2,29.95,14002,2010-12-05 18:30:13,Spain
537938,EARPHONES,4,19.95,14008,2010-12-05 23:06:06,United Kingdom
537938,BATHROOM MAT,3,8.95,14008,2010-12-05 23:06:06,United Kingdom
537938,CHRISTMAS PLATE SET,5,6.95,14008,2010-12-05 23:06:06,United Kingdom
537939,VACUUM CLEANER,3,99.95,14000,2010-12-21 00:23:07,France
537939,BOOKSHELF,4,49.95,14000,2010-12-21 00:23:07,France
537939,PLASTERS IN TIN ORANGE SPOTS,1,1.65,14000,2010-12-21 00:23:07,France
537940,FLOOR LAMP,3,39.95,14001,2010-12-19 18:11:01,Germany
537940,KNITTED UNION FLAG HOT WATER BOTTLE,1,3.39,14001,2010-12-19 18:11:01,Germany
537940,SET/20 RED RETROSPOT PAPER NAPKINS,9,1.65,14001,2010-12-19 18:11:01,Germany
537940,SET OF 6 SPICE TINS PANTRY DESIGN,2,4.95,14001,2010-12-19 18:11:01,Germany
537940,JUMBO BAG WOODLAND,1,2.95,14001,2010-12-19 18:11:01,Germany
537941,WOODEN FRAME BLACK,1,5.95,14012,2010-12-07 17:25:59,Poland
537942,SET OF 6 HERB TINS,2,4.95,14002,2010-12-19 19:13:11,Spain
537942,CHRISTMAS CRAFT KIT,4,3.95,14002,2010-12-19 19:13:11,Spain
537942,VACUUM CLEANER,5,99.95,14002,2010-12-19 19:13:11,Spain
537943,HAND WARMER RED POLKA DOT,6,1.85,14010,2010-12-15 22:15:58,Switzerland
537943,CHRISTMAS CANDLE SET,5,4.95,14010,2010-12-15 22:15:58,Switzerland
537943,METAL HOOK RACK 3 HOOKS WHITE,5,1.95,14010,2010-12-15 22:15:58,Switzerland
537943,SET OF 12 ROUND PAPER DOILIES,6,0.85,14010,2010-12-15 22:15:58,Switzerland
537944,I,1,R,14007,2010-12-09 01:14:08,Australia
537944,V,2,A,14007,2010-12-09 01:14:08,Australia
537944,I,1,R,14007,2010-12-09 01:14:08,Australia
537944,L,10,A,14007,2010-12-09 01:14:08,Australia
537945,HEADPHONES,5,39.95,14011,2010-12-14 16:08:53,Austria
537945,METAL HOOK RACK 3 HOOKS BLACK,3,1.95,14011,2010-12-14 16:08:53,Austria
537945,LUNCH BAG SPACEBOY,5,4.95,14011,2010-12-14 16:08:53,Austria
537945,BOWL SET,5,8.95,14011,2010-12-14 16:08:53,Austria
537946,C,4,U,14009,2010-12-22 01:23:01,Ireland
537946,C,1,U,14009,2010-12-22 01:23:01,Ireland
537946,R,9,U,14009,2010-12-22 01:23:01,Ireland
537946,L,12,A,14009,2010-12-22 01:23:01,Ireland
537947,W,2,H,14012,2010-12-05 01:53:54,Poland
537947,G,3,L,14012,2010-12-05 01:53:54,Poland
537947,C,10,A,14012,2010-12-05 01:53:54,Poland
537948,PACK OF 60 GREEN PAISLEY CAKE CASES,3,1.25,14012,2010-12-03 01:14:11,Poland
537948,MINI PAINT SET WOODLAND,2,0.65,14012,2010-12-03 01:14:11,Poland
537949,COFFEE MUG APPLES DESIGN,6,2.35,17850,2010-12-05 21:57:41,United Kingdom
537950,CHRISTMAS GARLAND,5,6.95,14001,2010-12-11 20:21:50,Germany
537950,HAIRDRYER,3,29.95,14001,2010-12-11 20:21:50,Germany
537951,C,2,A,14009,2010-12-26 19:39:12,Ireland
537951,W,9,H,14009,2010-12-26 19:39:12,Ireland
537951,G,10,L,14009,2010-12-26 19:39:12,Ireland
537951,T,5,E,14009,2010-12-26 19:39:12,Ireland
537952,W,5,O,14008,2010-12-08 17:08:53,United Kingdom
537952,S,5,E,14008,2010-12-08 17:08:53,United Kingdom
537952,W,2,O,14008,2010-12-08 17:08:53,United Kingdom
537952,W,1,O,14008,2010-12-08 17:08:53,United Kingdom
537953,WOODEN FRAME PAINTED YELLOW,1,5.95,14000,2010-12-08 23:25:12,France
537953,SET OF 6 HERB TINS,5,4.95,14000,2010-12-08 23:25:12,France
537954,SCISSORS,7,3.95,14010,2010-12-28 20:41:05,Switzerland
537954,SET/6 RED SPOTTY PAPER CUPS,6,1.25,14010,2010-12-28 20:41:05,Switzerland
537954,KETTLE,8,29.95,14010,2010-12-28 20:41:05,Switzerland
537955,M,2,E,14003,2010-12-08 22:08:27,Italy
537955,M,5,E,14003,2010-12-08 22:08:27,Italy
537955,M,4,E,14003,2010-12-08 22:08:27,Italy
537955,M,2,E,14003,2010-12-08 22:08:27,Italy
537956,CERAMIC CAKE STAND WITH HANDLE,3,12.95,17850,2010-12-02 01:37:10,United Kingdom
537956,COFFEE MUG ORANGE DESIGN,1,2.35,17850,2010-12-02 01:37:10,United Kingdom
537956,SET OF 6 SPICE TINS SKETCHBOOK,2,4.95,17850,2010-12-02 01:37:10,United Kingdom
537957,S,3,E,14011,2010-12-11 21:00:20,Austria
537957,J,1,A,14011,2010-12-11 21:00:20,Austria
537958,WINE GLASS SET,6,10.95,14006,2010-12-28 23:31:58,Portugal
537958,SEWING MACHINE,3,149.95,14006,2010-12-28 23:31:58,Portugal
537958,COFFEE MUG PINK POLKA DOT,2,2.35,14006,2010-12-28 23:31:58,Portugal
537959,TAPE DISPENSER,6,4.95,14006,2010-12-18 19:45:52,Portugal
537959,LAMP SHADE,1,12.95,14006,2010-12-18 19:45:52,Portugal
537959,COFFEE MUG PEARS DESIGN,5,2.35,14006,2010-12-18 19:45:52,Portugal
537960,COLOURING PENCILS BROWN TUBE,5,1.25,14005,2010-12-16 16:27:31,Belgium
537960,PACK OF 20 PINK POLKA DOT NAPKINS,5,1.25,14005,2010-12-16 16:27:31,Belgium
537961,M,9,E,14004,2010-12-12 17:22:55,Netherlands
537961,M,5,E,14004,2010-12-12 17:22:55,Netherlands
537961,M,3,E,14004,2010-12-12 17:22:55,Netherlands
537961,M,5,E,14004,2010-12-12 17:22:55,Netherlands
537962,COFFEE MUG GREEN POLKA DOT,9,2.35,14001,2010-12-28 00:10:49,Germany
537962,CHRISTMAS GARLAND,8,6.95,14001,2010-12-28 00:10:49,Germany
537962,LUNCH BAG SUKI DESIGN,10,4.15,14001,2010-12-28 00:10:49,Germany
537963,WOODEN FRAME PAINTED YELLOW,5,5.95,14010,2010-12-06 21:19:59,Switzerland
537963,PACK OF 20 SKULL PAPER NAPKINS,3,1.25,14010,2010-12-06 21:19:59,Switzerland
537963,HAIR STRAIGHTENER,1,39.95,14010,2010-12-06 21:19:59,Switzerland
537964,LUNCH BAG SPACEBOY,2,4.95,14010,2010-12-05 00:11:22,Switzerland
537964,JAM MAKING SET BLUE,3,11.95,14010,2010-12-05 00:11:22,Switzerland
537964,DINNER PLATE SET,6,14.95,14010,2010-12-05 00:11:22,Switzerland
537964,LUNCH BAG SUKI DESIGN,3,4.15,14010,2010-12-05 00:11:22,Switzerland
537965,COFFEE MAKER,5,59.95,14010,2010-12-06 19:59:17,Switzerland
537965,CREAM CUPID HEARTS COAT HANGER,4,2.75,14010,2010-12-06 19:59:17,Switzerland
537966,M,2,E,14004,2010-12-06 23:02:08,Netherlands
537966,M,3,E,14004,2010-12-06 23:02:08,Netherlands
537966,M,1,E,14004,2010-12-06 23:02:08,Netherlands
537966,M,5,E,14004,2010-12-06 23:02:08,Netherlands
537967,PEN SET,8,4.95,13047,2010-12-02 17:36:14,United Kingdom
537967,JUMBO BAG PINK POLKA DOT,10,1.95,13047,2010-12-02 17:36:14,United Kingdom
537967,COFFEE MUG GREEN POLKA DOT,1,2.35,13047,2010-12-02 17:36:14,United Kingdom
537968,METAL HOOK RACK 5 HOOKS BLACK,4,2.95,14009,2010-12-02 22:01:59,Ireland
